"Id","Material","Title","Genre","Department","Subject","Language","Publisher","Author","Year","Isbn Code"
"3495","Books","ഗണിതം ഭാഗം -2  സ്റ്റാൻഡേർഡ് X (Mathematics Part II Std-X)","Kerala State Council School Books","Standard 10","Mathematics","Malyalam","Free Books","SCERT TEAM","2019","KSBMM10163"
"3494","Books","ഗണിതം ഭാഗം -1  സ്റ്റാൻഡേർഡ് X (Mathematics Part I Std-X)","Kerala State Council School Books","Standard 10","Mathematics","Malyalam","Free Books","SCERT TEAM","2019","KSBMM10162"
"3493","Books","കേരള പാഠാവലി മലയാളം സ്റ്റാൻഡേർഡ് X ഭാഗം -1(Malayalam AT-1 std-X)","Kerala State Council School Books","Standard 10","Malayalam","Malyalam","Free Books","SCERT TEAM","2019","KSBMM10161"
"3492","Books","കേരള പാഠാവലി മലയാളം സ്റ്റാൻഡേർഡ് X ഭാഗം -2(Malayalam AT Part-II Std X)","Kerala State Council School Books","Standard 10","Malayalam","Malyalam","Free Books","SCERT TEAM","2019","KSBMM10160"
"3491","Books","വിവര വിനിമയ  സാങ്കേതിക വിദ്യ സ്റ്റാൻഡേർഡ്- X ഭാഗം 2 (10th ICT Malayalam Part II)","Kerala State Council School Books","Standard 10","ICT","Malyalam","Free Books","SCERT TEAM","2019","KSBMM10159"
"3490","Books","വിവര വിനിമയ  സാങ്കേതിക വിദ്യ സ്റ്റാൻഡേർഡ്- X ഭാഗം 1 (10th ICT Malayalam Part I)","Kerala State Council School Books","Standard 10","ICT","Malyalam","Free Books","SCERT TEAM","2019","KSBMM10158"
"3489","Books","हिंदी कक्षा X","Kerala State Council School Books","Standard 10","Hindi","Hindi","Free Books","SCERT TEAM","2019","KSBB10157"
"3488","Books","കേരള റീഡർ ഇംഗ്ലീഷ് സ്റ്റാൻഡേർഡ് X  ഭാഗം 2 (Kerala Reader English Standard X Part  II","Kerala State Council School Books","Standard 10","English","Malyalam","Free Books","SCERT TEAM","2019","KSBMM10156"
"3487","Books","കേരള റീഡർ ഇംഗ്ലീഷ് സ്റ്റാൻഡേർഡ് X  ഭാഗം I(Kerala Reader English Standard X Part  I","Kerala State Council School Books","Standard 10","English","Malyalam","Free Books","SCERT TEAM","2019","KSBMM10155"
"3486","Books","രസതന്ത്രം സ്റ്റാൻഡേർഡ്- X  ഭാഗം 1 (Biology Std-X Part I)","Kerala State Council School Books","Standard 10","Chemistry","Malyalam","Free Books","SCERT TEAM","2019","KSBMM10154"
"3485","Books","രസതന്ത്രം സ്റ്റാൻഡേർഡ്- X  ഭാഗം 2 (Biology Std-X Part II)","Kerala State Council School Books","Standard 10","Chemistry","Malyalam","Free Books","SCERT TEAM","2019","KSBMM10153"
"3484","Books","ജീവശാസ്ത്രം സ്റ്റാൻഡേർഡ്- X  ഭാഗം 2 (Chemistry Std-X Part II)","Kerala State Council School Books","Standard 10","Biology","Malyalam","Free Books","SCERT TEAM","2019","KABMM10152"
"3483","Books","ജീവശാസ്ത്രം സ്റ്റാൻഡേർഡ്- X  ഭാഗം I (Chemistry Std-X Part I)","Kerala State Council School Books","Standard 10","Biology","Malyalam","Free Books","SCERT TEAM","2019","KSBMM10151"
"3482","Books","കലാ വിദ്യാഭ്യാസം   പഠനപിൻതുന സഹായി സ്റ്റാൻഡേർഡ്- 10 (10th Padana Pinthuna Sahai -Arts)","Kerala State Council School Books","Standard 10","Malayalam","Malyalam","Free Books","SCERT TEAM","2019","KSBMM0100150"
"3481","Books","സാമൂഹ്യ ശാസ്ത്രം-II  സ്റ്റാൻഡേർഡ്- IX ഭാഗം -1 (Social Science-II Std-IX Part I)","Kerala State Council School Books","Standard 9","Social Science","Malyalam","Free Books","SCERT TEAM","2019","ksbmm090150"
"3480","Books","സാമൂഹ്യ ശാസ്ത്രം-I  സ്റ്റാൻഡേർഡ്- IX ഭാഗം -1 (Social Science-I Std-IX Part I)","Kerala State Council School Books","Standard 9","Social Science","Malyalam","Free Books","SCERT TEAM","2019","KSBMM090149"
"3479","Books","സാമൂഹ്യ ശാസ്ത്രം-II സ്റ്റാൻഡേർഡ്- IX ഭാഗം 2(Social Science-II Std-IX Part II)I","Kerala State Council School Books","Standard 9","Social Science","Malyalam","Free Books","SCERT TEAM","2019","KSBMM090147"
"3478","Books","സാമൂഹ്യ ശാസ്ത്രം-I  സ്റ്റാൻഡേർഡ്- IX ഭാഗം 2(Social Science-I Std-IX Part II)I","Kerala State Council School Books","Standard 9","Social Science","Malyalam","Free Books","SCERT TEAM","2019","KSBMM090146"
"3477","Books","ഊര്‍ജതന്ത്രം  സ്റ്റാൻഡേർഡ് IX  ഭാഗം -2 (Physics Standard IX Part II)","Kerala State Council School Books","Standard 9","Physics","Malyalam","Free Books","SCERT TEAM","2019","KSBMM090145"
"3476","Books","ഊര്‍ജതന്ത്രം  സ്റ്റാൻഡേർഡ് IX  ഭാഗം -1 (Physics Standard IX Part I)","Kerala State Council School Books","Standard 9","Physics","Malyalam","Free Books","SCERT TEAM","2019","KSBMM090144"
"3475","Books","ഗണിതം ഭാഗം -1  സ്റ്റാൻഡേർഡ് IX (Mathematics Part I Std-IX)","Kerala State Council School Books","Standard 9","Mathematics","Malyalam","Free Books","SCERT TEAM","2019","KSBMM090143"
"3474","Books","ഗണിതം ഭാഗം -2  സ്റ്റാൻഡേർഡ് IX (Mathematics Part II Std-IX)","Kerala State Council School Books","Standard 9","Mathematics","Malyalam","Free Books","SCERT TEAM","2019","KSBMM090142"
"3473","Books","അടിസ്ഥാന പാഠാവലി മലയാളം സ്റ്റാൻഡേർഡ് IX (Adisthana padavali )","Kerala State Council School Books","Standard 9","Malayalam","Malyalam","Free Books","SCERT TEAM","2019","KSBMM060101"
"3472","Books","കേരള പാഠാവലി മലയാളം സ്റ്റാൻഡേർഡ് IX  ഭാഗം -1 (Kerala Padavali Malayalam Std-IX Part-I)","Kerala State Council School Books","Standard 9","Malayalam","Malyalam","Free Books","SCERT TEAM","2019","KSBMM090141"
"3471","Books","കേരള പാഠാവലി മലയാളം സ്റ്റാൻഡേർഡ് IX  ഭാഗം -2 (Kerala Padavali Malayalam Std-IX Part-II)","Kerala State Council School Books","Standard 9","Malayalam","Malyalam","Vinra Publishers","SCERT TEAM","2019","KSBMM090140"
"3470","Books","വിവര വിനിമയ  സാങ്കേതിക വിദ്യ സ്റ്റാൻഡേർഡ്- IX ഭാഗം I (9th ICT Malayalam)","Kerala State Council School Books","Standard 9","ICT","Malyalam","Free Books","SCERT TEAM","2019","KSBMM090140"
"3469","Books","വിവര വിനിമയ  സാങ്കേതിക വിദ്യ സ്റ്റാൻഡേർഡ്- IX ഭാഗം I (9th ICT Malayalam Part I","Kerala State Council School Books","Standard 9","ICT","Malyalam","Free Books","SCERT TEAM","2019","KSBMM090139"
"3468","Books","हिंदी कक्षा IX","Kerala State Council School Books","Standard 9","Hindi","Malyalam","Free Books","SCERT TEAM","2019","KSBMM090138"
"3467","Books","ವಿಜ್ಞಾನ ವರ್ಗ 8 ಭಾಗ II (Science Class VIII Part II)","Karnataka School Textbooks","Class 8","Science","Kannada","Free Books","Karnataka Textbook Society","2021","KARSB08512"
"3466","Books","ವಿಜ್ಞಾನ ವರ್ಗ 8 ಭಾಗ I (Science Class VIII Part I)","Karnataka School Textbooks","Class 8","Science","Kannada","Free Books","Karnataka Textbook Society","2021","KARSB08511"
"3465","Books","ವಿಜ್ಞಾನ ವರ್ಗ 7 ಭಾಗ II (Science Class VII Part II)","Karnataka School Textbooks","Class 7","Science","Kannada","Free Books","Karnataka Textbook Society","2021","KARSB07413"
"3464","Books","ವಿಜ್ಞಾನ ವರ್ಗ 7 ಭಾಗ 1 (Science Class VII Part 1)","Karnataka School Textbooks","Class 7","Science","Kannada","Free Books","Karnataka Textbook Society","2021","KARSB07412"
"3463","Books","ವಿಜ್ಞಾನ ವರ್ಗ 6 (Science Class VI)","Karnataka School Textbooks","Class 6","Science","Kannada","Free Books","Karnataka Textbook Society","2021","KARSB06412"
"3462","Books","ಪರಿಸರ ಅಧ್ಯಯನ ಕ್ಲಾಸ್ 4 (Parisara Addhyayan 4- EVS Class IV)","Karnataka School Textbooks","Class 4","Environmental Studies  (EVS)","Kannada","Free Books","Karnataka Textbook Society","2021","KARSB04411"
"3461","Books","ಪರಿಸರ ಅಧ್ಯಯನ ಕ್ಲಾಸ್ 5 (Parisara Addhyayan 5- EVS Class V)","Karnataka School Textbooks","Class 5","Environmental Studies  (EVS)","Kannada","Free Books","Karnataka Textbook Society","2021","KARSB05411"
"3460","Books","ಪರಿಸರ ಅಧ್ಯಯನ ಕ್ಲಾಸ್ 3 (Parisara Addhyayan 3 - EVS Class III)","Karnataka School Textbooks","Class 3","Environmental Studies  (EVS)","Kannada","Free Books","Karnataka Textbook Society","2021","KARSB03411"
"3459","Books","ಪರಿಸರ ಅಧ್ಯಯನ ಕ್ಲಾಸ್ ೨ (Parisara Addhyayan 2 EVS Class II)","Karnataka School Textbooks","Class 2","Environmental Studies  (EVS)","Kannada","Free Books","Karnataka Textbook Society","2021","KARSB02411"
"3458","Books","കേരള റീഡർ ഇംഗ്ലീഷ് സ്റ്റാൻഡേർഡ് IX  ഭാഗം 2 (Kerala Reader English Standard IX Part  II)","Kerala State Council School Books","Standard 9","English","English","Free Books","SCERT TEAM","2019","KSBMM090137"
"3457","Books","ಪರಿಸರ ಅಧ್ಯಯನ ಕ್ಲಾಸ್ ೧ (Parisara Addhyayan 1 EVS Class I)","Karnataka School Textbooks","Class 1","Environmental Studies  (EVS)","Kannada","Free Books","Karnataka Textbook Society","2021","KARSB01411"
"3456","Books","കേരള റീഡർ ഇംഗ്ലീഷ് സ്റ്റാൻഡേർഡ് IX  ഭാഗം I(Kerala Reader English Standard IX Part  I","Kerala State Council School Books","Standard 9","English","English","Free Books","SCERT TEAM","2019","KSBMM090136"
"3455","Books","രസതന്ത്രം സ്റ്റാൻഡേർഡ്- IX  ഭാഗം 2 (Biology Std-IX Part II)","Kerala State Council School Books","Standard 9","Chemistry","English","Free Books","SCERT TEAM","2019","KSBMM090135"
"3454","Books","രസതന്ത്രം സ്റ്റാൻഡേർഡ്- IX  ഭാഗം I (Biology Std-IX Part I)","Kerala State Council School Books","Standard 9","Chemistry","Malyalam","Free Books","SCERT TEAM","2019","KSBMM090134"
"3453","Books","ജീവശാസ്ത്രം സ്റ്റാൻഡേർഡ്- IX  ഭാഗം I (Biology Std-IX Part I)","Kerala State Council School Books","Standard 9","Biology","Malyalam","Free Books","SCERT TEAM","2019","KSBMM090132"
"3452","Books","കലാ വിദ്യാഭ്യാസം  പഠനപിൻതുന സഹായി സ്റ്റാൻഡേർഡ്- 9 (9th Padana Pinthuna Sahai -Arts) )","Kerala State Council School Books","Standard 9","ICT","Malyalam","Free Books","SCERT TEAM","2019","KSBMM090131"
"3451","Books","സാമൂഹ്യശാസ്ത്രം ഭാഗം 1 സ്റ്റാൻഡേർഡ് VIII (Social Science-STD-VIII)","Kerala State Council School Books","Standard 8","Social Science","Malyalam","Free Books","SCERT TEAM","2016","KSBMM080129"
"3450","Books","സാമൂഹ്യശാസ്ത്രം  ഭാഗം 2   സ്റ്റാൻഡേർഡ് VIII (Social Science-STD-VIII)","Kerala State Council School Books","Standard 8","Malayalam","Malyalam","Free Books","SCERT TEAM","2016","KSBMM050130"
"3449","Books","ഗണിതം ഭാഗം -2 സ്റ്റാൻഡേർഡ് VIII","Kerala State Council School Books","Standard 8","Malayalam","English","Free Books","SCERT TEAM","2016","KSBMM080128"
"3448","Books","ഗണിതം ഭാഗം -1 സ്റ്റാൻഡേർഡ് VIII(Mathematics Part I)","Kerala State Council School Books","Standard 8","Mathematics","Malyalam","Free Books","SCERT TEAM","2015","KSBMM080127"
"3447","Books","കേരള പാഠാവലി മലയാളം സ്റ്റാൻഡേർഡ് VIII ഭാഗം -2(Kerala padavli part II)","Kerala State Council School Books","Standard 8","Malayalam","Malyalam","Free Books","SCERT TEAM","2019","KSBMM080127"
"3446","Books","അടിസ്ഥാന പാഠാവലി മലയാളം സ്റ്റാൻഡേർഡ് VIII (Adisthana padavali Standard VIII","Kerala State Council School Books","Standard 8","Malayalam","Malyalam","Free Books","SCERT TEAM","2015","KSBMM080126"
"3445","Books","വിവര വിനിമയ  സാങ്കേതിക വിദ്യ സ്റ്റാൻഡേർഡ്- VIII ഭാഗം I (8th ICT Malayalam Part I)","Kerala State Council School Books","Standard 8","ICT","English","Free Books","SCERT TEAM","2016","KSBMM080125"
"3444","Books","ಗಣಿತ ವರ್ಗ 10 ಭಾಗ II (Mathematics Class 10 Part II)","Karnataka School Textbooks","Class 10","Mathematics","Kannada","Free Books","Karnataka Textbook Society","2021","KARSB10202"
"3443","Books","ಗಣಿತ ವರ್ಗ 10 ಭಾಗ I (Mathematics Class 10 Part I)","Karnataka School Textbooks","Class 10","Mathematics","Kannada","Free Books","Karnataka Textbook Society","2021","KARSB10201"
"3442","Books","ಗಣಿತ ವರ್ಗ 9 ಭಾಗ II (Mathematics Class 9 Part II)","Karnataka School Textbooks","Class 9","Mathematics","Kannada","Free Books","Karnataka Textbook Society","2021","KARSB09202"
"3441","Books","ಗಣಿತ ವರ್ಗ 9 ಭಾಗ I (Mathematics Class 9 Part I)","Karnataka School Textbooks","Class 9","Mathematics","Kannada","Free Books","Karnataka Textbook Society","2021","KARSB09201"
"3440","Books","ಗಣಿತ ವರ್ಗ 8 ಭಾಗ II (Mathematics Class 8 Part II)","Karnataka School Textbooks","Class 8","Mathematics","Telugu","Free Books","Karnataka Textbook Society","2021","KARSB08201"
